recipe_id,ingredient_id,ingredient_index,qty_value,unit,portion_factor,ingredient_line_raw,parse_status,review_reason,std_unit,actual_measure,standard_unit,measure_only
34,202,2,,,1.0,"1 tbsp (8 g) plus ¾ tsp curry powder, divided",ok,,"1 tablespoon (8 g) plus ¾ teaspoon curry powder, divided",8 g,"1 tablespoon plus ¾ teaspoon curry powder, divided",1 tablespoon
34,523,3,,,1.0,"1 tsp salt, plus more as needed",ok,,"1 teaspoon salt, plus more as needed",,"1 teaspoon salt, plus more as needed",1 teaspoon
34,64,4,,,1.0,"1 tsp black pepper, plus more as needed",ok,,"1 teaspoon black pepper, plus more as needed",,"1 teaspoon black pepper, plus more as needed",1 teaspoon
34,110,5,,,1.0,"1 tbsp (15 ml) canola oil, plus more as needed",ok,,"1 tablespoon (15 ml) canola oil, plus more as needed",15 ml,"1 tablespoon canola oil, plus more as needed",1 tablespoon
34,399,6,,,1.0,"1 medium onion, diced",ok,,"1 medium onion, diced",,"1 medium onion, diced",1 medium
34,51,7,,,1.0,"2 medium bell peppers (any color), diced",ok,,"2 medium bell peppers (any color), diced",any color,"2 medium bell peppers, diced",2 medium
34,260,8,,,1.0,2 tsp (6 g) minced fresh ginger,ok,,2 teaspoon (6 g) minced fresh ginger,6 g,2 teaspoon minced fresh ginger,2 teaspoon
34,251,9,,,1.0,"3 cloves garlic, minced",ok,,"3 cloves garlic, minced",,"3 cloves garlic, minced",3 cloves
34,597,10,,,1.0,"2 large tomatoes, roughly chopped",ok,,"2 large tomatoes, roughly chopped",,"2 large tomatoes, roughly chopped",2 large
34,333,11,,,1.0,2 tbsp (30 ml) fresh lemon juice,ok,,2 tablespoon (30 ml) fresh lemon juice,30 ml,2 tablespoon fresh lemon juice,2 tablespoon
34,166,12,,,1.0,1 cup (240 ml) coconut milk,ok,,1 cup (240 ml) coconut milk,240 ml,1 cup coconut milk,1 cup
34,97,13,,,1.0,"1 small bunch fresh cilantro, roughly chopped, for garnish",ok,,"1 small bunch fresh cilantro, roughly chopped, for garnish",,"1 small bunch fresh cilantro, roughly chopped, for garnish",1 small
34,337,14,,,1.0,"4 lemon wedges, for garnish",ok,,"4 lemon wedges, for garnish",,"4 lemon wedges, for garnish",
35,615,1,,,1.0,2 tbsp (30 ml) vegetable oil,ok,,2 tablespoon (30 ml) vegetable oil,30 ml,2 tablespoon vegetable oil,2 tablespoon
35,399,2,,,1.0,"1 large onion, diced",ok,,"1 large onion, diced",,"1 large onion, diced",1 large
35,251,3,,,1.0,"4 cloves garlic, minced",ok,,"4 cloves garlic, minced",,"4 cloves garlic, minced",4 cloves
35,270,4,,,1.0,"1 large green bell pepper, diced",ok,,"1 large green bell pepper, diced",,"1 large green bell pepper, diced",1 large
35,120,5,,,1.0,"2 large carrots, diced",ok,,"2 large carrots, diced",,"2 large carrots, diced",2 large
35,597,6,,,1.0,"2 large tomatoes, diced",ok,,"2 large tomatoes, diced",,"2 large tomatoes, diced",2 large
35,659,7,,,1.0,"6 medium Yukon gold potatoes, cubed",ok,,"6 medium Yukon gold potatoes, cubed",,"6 medium Yukon gold potatoes, cubed",6 medium
35,269,8,,,1.0,"1 large green banana, cubed",ok,,"1 large green banana, cubed",,"1 large green banana, cubed",1 large
35,166,9,,,1.0,1 (14-oz [420-ml]) can coconut milk,ok,,1 (14-oz [420-ml]) can coconut milk,14-oz [420-ml],1 can coconut milk,1 can
35,625,10,,,1.0,4 cups (960 ml) water,ok,,4 cups (960 ml) water,960 ml,4 cups water,4 cups
35,525,11,,,1.0,"Salt and black pepper, to taste",review,mixed_seasoning;contains_conjunction,"Salt and black pepper, to taste",,"Salt and black pepper, to taste",
35,25,12,,,1.0,"1 large avocado, pitted, peeled and sliced, for serving",review,contains_conjunction,"1 large avocado, pitted, peeled and sliced, for serving",,"1 large avocado, pitted, peeled and sliced, for serving",1 large
36,597,1,,,1.0,"2 large tomatoes, diced",ok,,"2 large tomatoes, diced",,"2 large tomatoes, diced",2 large
36,497,2,,,1.0,"½ large red onion, diced",ok,,"½ large red onion, diced",,"½ large red onion, diced",½ large
36,310,3,,,1.0,"2 large jalapeño chiles, seeded and diced",review,contains_conjunction,"2 large jalapeño chiles, seeded and diced",,"2 large jalapeño chiles, seeded and diced",2 large
36,196,4,,,1.0,"1 medium cucumber, diced",ok,,"1 medium cucumber, diced",,"1 medium cucumber, diced",1 medium
36,251,5,,,1.0,"2 cloves garlic, minced",ok,,"2 cloves garlic, minced",,"2 cloves garlic, minced",2 cloves
36,318,6,,,1.0,Juice of 1 lime,ok,,Juice of 1 lime,,Juice of 1 lime,
36,159,7,,,1.0,"½ cup (20 g) fresh cilantro, roughly chopped",ok,,"½ cup (20 g) fresh cilantro, roughly chopped",20 g,"½ cup fresh cilantro, roughly chopped",½ cup
36,525,8,,,1.0,"Salt and black pepper, to taste",review,mixed_seasoning;contains_conjunction,"Salt and black pepper, to taste",,"Salt and black pepper, to taste",
37,239,1,,,1.0,½ cup (65 g) gram flour,ok,,½ cup (65 g) gram flour,65 g,½ cup gram flour,½ cup
37,183,2,,,1.0,1 tbsp (11 g) corn flour,ok,,1 tablespoon (11 g) corn flour,11 g,1 tablespoon corn flour,1 tablespoon
37,260,3,,,1.0,1 tsp minced ginger,ok,,1 teaspoon minced ginger,,1 teaspoon minced ginger,1 teaspoon
37,197,4,,,1.0,2 tsp (6 g) ground cumin,ok,,2 teaspoon (6 g) ground cumin,6 g,2 teaspoon ground cumin,2 teaspoon
37,429,5,,,1.0,1 tsp Pili Pili or store-bought hot sauce,review,long_base_phrase;contains_conjunction,1 teaspoon Pili Pili or store-bought hot sauce,,1 teaspoon Pili Pili or store-bought hot sauce,1 teaspoon
37,522,6,,,1.0,"Salt, to taste",ok,,"Salt, to taste",,"Salt, to taste",
37,159,7,,,1.0,½ cup (20 g) finely chopped fresh cilantro,ok,,½ cup (20 g) finely chopped fresh cilantro,20 g,½ cup finely chopped fresh cilantro,½ cup
37,625,8,,,1.0,⅓ cup (80 ml) water,ok,,⅓ cup (80 ml) water,80 ml,⅓ cup water,
37,519,9,,,1.0,2 large russet potatoes,ok,,2 large russet potatoes,,2 large russet potatoes,2 large
37,616,10,,,1.0,"Vegetable oil, as needed",ok,,"Vegetable oil, as needed",,"Vegetable oil, as needed",
37,320,11,,,1.0,"Kachumbari , for serving",ok,,"Kachumbari , for serving",,"Kachumbari , for serving",
38,522,1,,,1.0,1 tsp salt,ok,,1 teaspoon salt,,1 teaspoon salt,1 teaspoon
38,577,2,,,1.0,1 tsp sugar,ok,,1 teaspoon sugar,,1 teaspoon sugar,1 teaspoon
38,616,3,,,1.0,"2 tbsp (30 ml) vegetable oil, plus more as needed",ok,,"2 tablespoon (30 ml) vegetable oil, plus more as needed",30 ml,"2 tablespoon vegetable oil, plus more as needed",2 tablespoon
38,622,4,,,1.0,"1½ cups (360 ml) warm water, plus more as needed",ok,,"1½ cups (360 ml) warm water, plus more as needed",360 ml,"1½ cups warm water, plus more as needed",
38,10,5,,,1.0,3 cups (375 g) all-purpose flour,ok,,3 cups (375 g) all-purpose flour,375 g,3 cups all-purpose flour,3 cups
39,588,1,,,1.0,¼ cup (33 g) teff flour,ok,,¼ cup (33 g) teff flour,33 g,¼ cup teff flour,¼ cup
39,10,2,,,1.0,¾ cup (94 g) all-purpose flour,ok,,¾ cup (94 g) all-purpose flour,94 g,¾ cup all-purpose flour,¾ cup
39,625,3,,,1.0,1 cup (240 ml) water,ok,,1 cup (240 ml) water,240 ml,1 cup water,1 cup
39,522,4,,,1.0,½ tsp salt,ok,,½ teaspoon salt,,½ teaspoon salt,½ teaspoon
39,616,5,,,1.0,"Vegetable oil, as needed",ok,,"Vegetable oil, as needed",,"Vegetable oil, as needed",
40,223,1,,,1.0,"2 cups (165 g) roughly chopped, extremely ripe mango",ok,,"2 cups (165 g) roughly chopped, extremely ripe mango",165 g,"2 cups roughly chopped, extremely ripe mango",2 cups
40,333,2,,,1.0,½ cup (120 ml) fresh lemon juice,ok,,½ cup (120 ml) fresh lemon juice,120 ml,½ cup fresh lemon juice,½ cup
40,340,3,,,1.0,2 tbsp (30 ml) fresh lime juice,ok,,2 tablespoon (30 ml) fresh lime juice,30 ml,2 tablespoon fresh lime juice,2 tablespoon
40,550,4,,,1.0,¾ cup (180 ml) simple syrup,ok,,¾ cup (180 ml) simple syrup,180 ml,¾ cup simple syrup,¾ cup
40,625,5,,,1.0,"2 cups (480 ml) water, divided",ok,,"2 cups (480 ml) water, divided",480 ml,"2 cups water, divided",2 cups
40,371,6,,,1.0,"½ cup (120 ml) moscato, optional",ok,,"½ cup (120 ml) moscato, optional",120 ml,"½ cup moscato, optional",½ cup
40,369,7,,,1.0,"Fresh mint leaves, to taste",ok,,"Fresh mint leaves, to taste",,"Fresh mint leaves, to taste",
40,303,8,,,1.0,"Ice cubes, as needed",ok,,"Ice cubes, as needed",,"Ice cubes, as needed",
41,315,1,,,1.0,2 cups (422 g) jasmine rice,ok,,2 cups (422 g) jasmine rice,422 g,2 cups jasmine rice,2 cups
41,165,2,,,1.0,1 cup (240 ml) canned coconut milk,ok,,1 cup (240 ml) canned coconut milk,240 ml,1 cup canned coconut milk,1 cup
41,476,3,,,1.0,3 tbsp (14 g) raw unsweetened coconut flakes,ok,,3 tablespoon (14 g) raw unsweetened coconut flakes,14 g,3 tablespoon raw unsweetened coconut flakes,3 tablespoon
41,522,4,,,1.0,1 tsp salt,ok,,1 teaspoon salt,,1 teaspoon salt,1 teaspoon
41,170,5,,,1.0,1 cup (192 g) coconut sugar,ok,,1 cup (192 g) coconut sugar,192 g,1 cup coconut sugar,1 cup
41,118,6,,,1.0,"1 tsp cardamom pods, crushed",ok,,"1 teaspoon cardamom pods, crushed",,"1 teaspoon cardamom pods, crushed",1 teaspoon
41,389,7,,,1.0,1 tsp ground nutmeg,ok,,1 teaspoon ground nutmeg,,1 teaspoon ground nutmeg,1 teaspoon
41,18,8,,,1.0,½ tsp almond extract,ok,,½ teaspoon almond extract,,½ teaspoon almond extract,½ teaspoon
41,1,9,,,1.0,1 tsp active dry yeast,ok,,1 teaspoon active dry yeast,,1 teaspoon active dry yeast,1 teaspoon
41,166,10,,,1.0,1 (14-oz [420-ml]) can coconut milk,ok,,1 (14-oz [420-ml]) can coconut milk,14-oz [420-ml],1 can coconut milk,1 can
41,611,11,,,1.0,½ tsp vanilla extract,ok,,½ teaspoon vanilla extract,,½ teaspoon vanilla extract,½ teaspoon
41,95,12,,,1.0,¾ cup (108 g) brown sugar,ok,,¾ cup (108 g) brown sugar,108 g,¾ cup brown sugar,¾ cup
42,621,1,,,1.0,¼ cup (60 ml) warm water,ok,,¼ cup (60 ml) warm water,60 ml,¼ cup warm water,¼ cup
42,165,2,,,1.0,½ cup (120 ml) canned coconut milk,ok,,½ cup (120 ml) canned coconut milk,120 ml,½ cup canned coconut milk,½ cup
42,577,3,,,1.0,¾ cup (144 g) sugar,ok,,¾ cup (144 g) sugar,144 g,¾ cup sugar,¾ cup
42,1,4,,,1.0,2 tsp (6 g) active dry yeast,ok,,2 teaspoon (6 g) active dry yeast,6 g,2 teaspoon active dry yeast,2 teaspoon
42,209,5,,,1.0,1 large egg,ok,,1 large egg,,1 large egg,1 large
42,10,6,,,1.0,3 cups (375 g) all-purpose flour,ok,,3 cups (375 g) all-purpose flour,375 g,3 cups all-purpose flour,3 cups
42,522,7,,,1.0,1 tsp salt,ok,,1 teaspoon salt,,1 teaspoon salt,1 teaspoon
42,119,8,,,1.0,"1 tsp cardamom seeds, crushed",ok,,"1 teaspoon cardamom seeds, crushed",,"1 teaspoon cardamom seeds, crushed",1 teaspoon
42,389,9,,,1.0,½ tsp ground nutmeg,ok,,½ teaspoon ground nutmeg,,½ teaspoon ground nutmeg,½ teaspoon
42,160,10,,,1.0,½ tsp ground cinnamon,ok,,½ teaspoon ground cinnamon,,½ teaspoon ground cinnamon,½ teaspoon
42,169,11,,,1.0,4 tbsp (19 g) freshly grated coconut or raw unsweetened coconut flakes,review,contains_conjunction,4 tablespoon (19 g) freshly grated coconut or raw unsweetened coconut flakes,19 g,4 tablespoon freshly grated coconut or raw unsweetened coconut flakes,4 tablespoon
42,616,12,,,1.0,"Vegetable oil, as needed",ok,,"Vegetable oil, as needed",,"Vegetable oil, as needed",
42,576,13,,,1.0,"Powdered sugar, optional",ok,,"Powdered sugar, optional",,"Powdered sugar, optional",
43,314,1,,,1.0,2 large jarred or fresh roasted red bell peppers,review,contains_conjunction,2 large jarred or fresh roasted red bell peppers,,2 large jarred or fresh roasted red bell peppers,2 large
43,251,2,,,1.0,5 cloves garlic,ok,,5 cloves garlic,,5 cloves garlic,5 cloves
43,227,3,,,1.0,"1 (15-oz [420-g]) can fire-roasted tomatoes, drained",ok,,"1 (15-oz [420-g]) can fire-roasted tomatoes, drained",15-oz [420-g],"1 can fire-roasted tomatoes, drained",1 can
43,411,4,,,1.0,2 tbsp (16 g) smoked paprika,ok,,2 tablespoon (16 g) smoked paprika,16 g,2 tablespoon smoked paprika,2 tablespoon
43,309,5,,,1.0,2 medium jalapeño chiles,ok,,2 medium jalapeño chiles,,2 medium jalapeño chiles,2 medium
43,280,6,,,1.0,1 small habanero chile,ok,,1 small habanero chile,,1 small habanero chile,1 small
43,397,7,,,1.0,6 tbsp (90 ml) olive oil,ok,,6 tablespoon (90 ml) olive oil,90 ml,6 tablespoon olive oil,6 tablespoon
43,197,8,,,1.0,"Ground cumin, to taste",ok,,"Ground cumin, to taste",,"Ground cumin, to taste",
43,180,9,,,1.0,"Ground coriander, to taste",ok,,"Ground coriander, to taste",,"Ground coriander, to taste",
43,501,10,,,1.0,"Crushed red pepper flakes, to taste",ok,,"Crushed red pepper flakes, to taste",,"Crushed red pepper flakes, to taste",
43,253,11,,,1.0,1 tbsp (8 g) garlic powder,ok,,1 tablespoon (8 g) garlic powder,8 g,1 tablespoon garlic powder,1 tablespoon
43,412,12,,,1.0,1 tbsp (8 g) paprika,ok,,1 tablespoon (8 g) paprika,8 g,1 tablespoon paprika,1 tablespoon
43,197,13,,,1.0,½ tbsp (4 g) ground cumin,ok,,½ tablespoon (4 g) ground cumin,4 g,½ tablespoon ground cumin,½ tablespoon
43,160,14,,,1.0,1 tsp ground cinnamon,ok,,1 teaspoon ground cinnamon,,1 teaspoon ground cinnamon,1 teaspoon
43,522,15,,,1.0,1½ tsp (8 g) salt,ok,,1½ teaspoon (8 g) salt,8 g,1½ teaspoon salt,
43,63,16,,,1.0,1 tsp black pepper,ok,,1 teaspoon black pepper,,1 teaspoon black pepper,1 teaspoon
43,142,17,,,1.0,5 lb (2.3 kg) chicken drumsticks,ok,,5 lb (2.3 kg) chicken drumsticks,2.3 kg,5 lb chicken drumsticks,
43,288,18,,,1.0,10 oz (300 ml) Harissa Sauce,ok,,10 oz (300 ml) Harissa Sauce,300 ml,10 oz Harissa Sauce,
44,220,1,,,1.0,3 tbsp (45 ml) extra-virgin olive oil,ok,,3 tablespoon (45 ml) extra-virgin olive oil,45 ml,3 tablespoon extra-virgin olive oil,3 tablespoon
44,399,2,,,1.0,"1 medium onion, thinly sliced",ok,,"1 medium onion, thinly sliced",,"1 medium onion, thinly sliced",1 medium
44,489,3,,,1.0,"1 large red bell pepper, thinly sliced",ok,,"1 large red bell pepper, thinly sliced",,"1 large red bell pepper, thinly sliced",1 large
44,280,4,,,1.0,"1 small habanero chile, thinly sliced",ok,,"1 small habanero chile, thinly sliced",,"1 small habanero chile, thinly sliced",1 small
44,251,5,,,1.0,"3 cloves garlic, minced",ok,,"3 cloves garlic, minced",,"3 cloves garlic, minced",3 cloves
44,411,6,,,1.0,1½ tbsp (12 g) smoked paprika,ok,,1½ tablespoon (12 g) smoked paprika,12 g,1½ tablespoon smoked paprika,
44,197,7,,,1.0,1 tbsp (8 g) ground cumin,ok,,1 tablespoon (8 g) ground cumin,8 g,1 tablespoon ground cumin,1 tablespoon
44,599,8,,,1.0,1 (28-oz [784-g]) can whole peeled tomatoes,ok,,1 (28-oz [784-g]) can whole peeled tomatoes,28-oz [784-g],1 can whole peeled tomatoes,1 can
44,526,9,,,1.0,"Salt and black pepper, as needed",review,mixed_seasoning;contains_conjunction,"Salt and black pepper, as needed",,"Salt and black pepper, as needed",
44,96,10,,,1.0,"1 large bunch fresh cilantro, roughly chopped, divided",ok,,"1 large bunch fresh cilantro, roughly chopped, divided",,"1 large bunch fresh cilantro, roughly chopped, divided",1 large
44,415,11,,,1.0,"3 tbsp (10 g) fresh parsley, roughly chopped, divided",ok,,"3 tablespoon (10 g) fresh parsley, roughly chopped, divided",10 g,"3 tablespoon fresh parsley, roughly chopped, divided",3 tablespoon
44,209,12,,,1.0,6 large eggs,ok,,6 large eggs,,6 large eggs,6 large
44,88,13,,,1.0,"Bread, for serving",ok,,"Bread, for serving",,"Bread, for serving",
45,39,1,,,1.0,1 lb (450 g) ground beef,ok,,1 lb (450 g) ground beef,450 g,1 lb ground beef,
45,569,2,,,1.0,"2 slices stale white bread, crusts removed and torn into pieces",review,long_base_phrase;contains_conjunction,"2 slices stale white bread, crusts removed and torn into pieces",,"2 slices stale white bread, crusts removed and torn into pieces",
45,209,3,,,1.0,1 large egg,ok,,1 large egg,,1 large egg,1 large
45,197,4,,,1.0,1 tsp ground cumin,ok,,1 teaspoon ground cumin,,1 teaspoon ground cumin,1 teaspoon
45,412,5,,,1.0,1 tsp paprika,ok,,1 teaspoon paprika,,1 teaspoon paprika,1 teaspoon
45,160,6,,,1.0,1 tsp ground cinnamon,ok,,1 teaspoon ground cinnamon,,1 teaspoon ground cinnamon,1 teaspoon
45,116,7,,,1.0,½ tsp ground cardamom,ok,,½ teaspoon ground cardamom,,½ teaspoon ground cardamom,½ teaspoon
45,180,8,,,1.0,1 tsp ground coriander,ok,,1 teaspoon ground coriander,,1 teaspoon ground coriander,1 teaspoon
45,522,9,,,1.0,1 tsp salt,ok,,1 teaspoon salt,,1 teaspoon salt,1 teaspoon
45,63,10,,,1.0,½ tsp black pepper,ok,,½ teaspoon black pepper,,½ teaspoon black pepper,½ teaspoon
45,398,11,,,1.0,"Olive oil, as needed",ok,,"Olive oil, as needed",,"Olive oil, as needed",
45,397,12,,,1.0,2 tbsp (30 ml) olive oil,ok,,2 tablespoon (30 ml) olive oil,30 ml,2 tablespoon olive oil,2 tablespoon
45,251,13,,,1.0,"1 clove garlic, minced",ok,,"1 clove garlic, minced",,"1 clove garlic, minced",1 clove
45,399,14,,,1.0,"1 large onion, roughly chopped",ok,,"1 large onion, roughly chopped",,"1 large onion, roughly chopped",1 large
45,263,15,,,1.0,2 tsp (6 g) minced fresh ginger 1 tsp ground cumin,ok,,2 teaspoon (6 g) minced fresh ginger 1 teaspoon ground cumin,6 g,2 teaspoon minced fresh ginger 1 teaspoon ground cumin,2 teaspoon
45,162,17,,,1.0,2 (2- to 4-inch [6- to 10-cm]) cinnamon sticks,ok,,2 (2- to 4-inch [6- to 10-cm]) cinnamon sticks,2- to 4-inch [6- to 10-cm],2 cinnamon sticks,
45,95,18,,,1.0,1 tsp brown sugar,ok,,1 teaspoon brown sugar,,1 teaspoon brown sugar,1 teaspoon
45,597,19,,,1.0,1 (14-oz [392-g]) can diced tomatoes,ok,,1 (14-oz [392-g]) can diced tomatoes,14-oz [392-g],1 can diced tomatoes,1 can
45,201,20,,,1.0,2 tbsp (19 g) dried currants,ok,,2 tablespoon (19 g) dried currants,19 g,2 tablespoon dried currants,2 tablespoon
45,134,21,,,1.0,1 cup (240 ml) chicken stock,ok,,1 cup (240 ml) chicken stock,240 ml,1 cup chicken stock,1 cup
45,526,22,,,1.0,"Salt and black pepper, as needed",review,mixed_seasoning;contains_conjunction,"Salt and black pepper, as needed",,"Salt and black pepper, as needed",
46,116,1,,,1.0,1 tsp ground cardamom,ok,,1 teaspoon ground cardamom,,1 teaspoon ground cardamom,1 teaspoon
46,197,2,,,1.0,1 tsp ground cumin,ok,,1 teaspoon ground cumin,,1 teaspoon ground cumin,1 teaspoon
46,261,3,,,1.0,½ tsp ground ginger,ok,,½ teaspoon ground ginger,,½ teaspoon ground ginger,½ teaspoon
46,160,4,,,1.0,½ tsp ground cinnamon,ok,,½ teaspoon ground cinnamon,,½ teaspoon ground cinnamon,½ teaspoon
46,63,5,,,1.0,¼ tsp black pepper,ok,,¼ teaspoon black pepper,,¼ teaspoon black pepper,¼ teaspoon
46,522,6,,,1.0,1 tsp salt,ok,,1 teaspoon salt,,1 teaspoon salt,1 teaspoon
46,398,7,,,1.0,"Olive oil, as needed",ok,,"Olive oil, as needed",,"Olive oil, as needed",
46,329,8,,,1.0,2 lb (900 g) lamb rib chops,ok,,2 lb (900 g) lamb rib chops,900 g,2 lb lamb rib chops,
46,251,9,,,1.0,"3 cloves garlic, minced",ok,,"3 cloves garlic, minced",,"3 cloves garlic, minced",3 cloves
46,616,10,,,1.0,"Vegetable oil, as needed",ok,,"Vegetable oil, as needed",,"Vegetable oil, as needed",
46,159,11,,,1.0,"½ cup fresh cilantro, roughly chopped",ok,,"½ cup fresh cilantro, roughly chopped",,"½ cup fresh cilantro, roughly chopped",½ cup
46,189,12,,,1.0,"Couscous or rice, for serving",review,contains_conjunction,"Couscous or rice, for serving",,"Couscous or rice, for serving",
47,397,1,,,1.0,4 tbsp (60 ml) olive oil,ok,,4 tablespoon (60 ml) olive oil,60 ml,4 tablespoon olive oil,4 tablespoon
47,638,2,,,1.0,"1 large white onion, diced",ok,,"1 large white onion, diced",,"1 large white onion, diced",1 large
47,199,3,,,1.0,3 tsp (8 g) cumin seeds,ok,,3 teaspoon (8 g) cumin seeds,8 g,3 teaspoon cumin seeds,3 teaspoon
47,411,4,,,1.0,2 tsp (6 g) smoked paprika,ok,,2 teaspoon (6 g) smoked paprika,6 g,2 teaspoon smoked paprika,2 teaspoon
47,501,5,,,1.0,2 tsp (2 g) crushed red pepper flakes,ok,,2 teaspoon (2 g) crushed red pepper flakes,2 g,2 teaspoon crushed red pepper flakes,2 teaspoon
47,159,6,,,1.0,"½ cup (20 g) fresh cilantro, roughly chopped",ok,,"½ cup (20 g) fresh cilantro, roughly chopped",20 g,"½ cup fresh cilantro, roughly chopped",½ cup
47,251,7,,,1.0,"2 cloves garlic, minced",ok,,"2 cloves garlic, minced",,"2 cloves garlic, minced",2 cloves
47,597,8,,,1.0,1 cup (161 g) crushed tomatoes,ok,,1 cup (161 g) crushed tomatoes,161 g,1 cup crushed tomatoes,1 cup
47,150,9,,,1.0,"3 (16-oz [448-g]) cans chickpeas, drained and rinsed",review,contains_conjunction,"3 (16-oz [448-g]) cans chickpeas, drained and rinsed",16-oz [448-g],"3 cans chickpeas, drained and rinsed",3 cans
47,626,10,,,1.0,"Water, as needed",ok,,"Water, as needed",,"Water, as needed",
47,522,11,,,1.0,2 tbsp (30 g) salt,ok,,2 tablespoon (30 g) salt,30 g,2 tablespoon salt,2 tablespoon
47,7,12,,,1.0,"Aish Baladi , for serving",ok,,"Aish Baladi , for serving",,"Aish Baladi , for serving",
47,288,13,,,1.0,"Harissa Sauce , for serving",ok,,"Harissa Sauce , for serving",,"Harissa Sauce , for serving",
48,399,1,,,1.0,"1 large onion, roughly chopped",ok,,"1 large onion, roughly chopped",,"1 large onion, roughly chopped",1 large
48,120,2,,,1.0,"3 medium carrots, diced",ok,,"3 medium carrots, diced",,"3 medium carrots, diced",3 medium
48,514,3,,,1.0,"2 large Roma tomatoes, roughly chopped",ok,,"2 large Roma tomatoes, roughly chopped",,"2 large Roma tomatoes, roughly chopped",2 large
48,251,4,,,1.0,"3 cloves garlic, minced",ok,,"3 cloves garlic, minced",,"3 cloves garlic, minced",3 cloves
48,136,5,,,1.0,"2½ lb (1 kg) chicken (any cut), cut into 1-inch (3-cm) pieces",ok,,"2½ lb (1 kg) chicken (any cut), cut into 1-inch (3-cm) pieces",1 kg,"2½ lb chicken, cut into 1-inch pieces",
48,202,6,,,1.0,1 tsp curry powder,ok,,1 teaspoon curry powder,,1 teaspoon curry powder,1 teaspoon
48,153,7,,,1.0,2 tbsp (16 g) chili powder,ok,,2 tablespoon (16 g) chili powder,16 g,2 tablespoon chili powder,2 tablespoon
48,180,8,,,1.0,1 tsp ground coriander,ok,,1 teaspoon ground coriander,,1 teaspoon ground coriander,1 teaspoon
48,415,9,,,1.0,3 tbsp (9 g) roughly chopped fresh parsley,ok,,3 tablespoon (9 g) roughly chopped fresh parsley,9 g,3 tablespoon roughly chopped fresh parsley,3 tablespoon
48,397,10,,,1.0,2 tbsp (30 ml) olive oil,ok,,2 tablespoon (30 ml) olive oil,30 ml,2 tablespoon olive oil,2 tablespoon
48,625,11,,,1.0,1 cup (240 ml) water,ok,,1 cup (240 ml) water,240 ml,1 cup water,1 cup
48,661,12,,,1.0,"1 lb (450 g) Yukon gold potatoes, peeled and cut into ½-inch (6-mm) thick slices",review,long_base_phrase;long_raw_phrase;contains_conjunction,"1 lb (450 g) Yukon gold potatoes, peeled and cut into ½-inch (6-mm) thick slices",450 g,"1 lb Yukon gold potatoes, peeled and cut into ½-inch thick slices",
48,418,13,,,1.0,¼ cup (38 g) frozen peas,ok,,¼ cup (38 g) frozen peas,38 g,¼ cup frozen peas,¼ cup
49,555,1,,,1.0,"5 skin-on, bone-in chicken thighs",ok,,"5 skin-on, bone-in chicken thighs",,"5 skin-on, bone-in chicken thighs",
49,333,2,,,1.0,2 tbsp (30 ml) fresh lemon juice,ok,,2 tablespoon (30 ml) fresh lemon juice,30 ml,2 tablespoon fresh lemon juice,2 tablespoon
49,604,3,,,1.0,2 tbsp (16 g) ground turmeric,ok,,2 tablespoon (16 g) ground turmeric,16 g,2 tablespoon ground turmeric,2 tablespoon
49,197,4,,,1.0,1 tbsp (8 g) ground cumin,ok,,1 tablespoon (8 g) ground cumin,8 g,1 tablespoon ground cumin,1 tablespoon
49,180,5,,,1.0,½ tbsp (4 g) ground coriander,ok,,½ tablespoon (4 g) ground coriander,4 g,½ tablespoon ground coriander,½ tablespoon
49,403,6,,,1.0,1 tbsp (3 g) dried oregano,ok,,1 tablespoon (3 g) dried oregano,3 g,1 tablespoon dried oregano,1 tablespoon
49,251,7,,,1.0,"4 cloves garlic, minced",ok,,"4 cloves garlic, minced",,"4 cloves garlic, minced",4 cloves
49,522,8,,,1.0,1 tsp salt,ok,,1 teaspoon salt,,1 teaspoon salt,1 teaspoon
49,63,9,,,1.0,1 tsp black pepper,ok,,1 teaspoon black pepper,,1 teaspoon black pepper,1 teaspoon
49,397,10,,,1.0,"2 tbsp (30 ml) olive oil, divided",ok,,"2 tablespoon (30 ml) olive oil, divided",30 ml,"2 tablespoon olive oil, divided",2 tablespoon
49,399,11,,,1.0,"1 small onion, finely chopped",ok,,"1 small onion, finely chopped",,"1 small onion, finely chopped",1 small
49,604,13,,,1.0,1 tbsp (8 g) ground turmeric,ok,,1 tablespoon (8 g) ground turmeric,8 g,1 tablespoon ground turmeric,1 tablespoon
49,197,14,,,1.0,1 tsp ground cumin,ok,,1 teaspoon ground cumin,,1 teaspoon ground cumin,1 teaspoon
49,251,15,,,1.0,"1 clove garlic, minced",ok,,"1 clove garlic, minced",,"1 clove garlic, minced",1 clove
49,34,16,,,1.0,1½ cups (317 g) basmati rice,ok,,1½ cups (317 g) basmati rice,317 g,1½ cups basmati rice,
49,134,17,,,1.0,1½ cups (360 ml) chicken stock,ok,,1½ cups (360 ml) chicken stock,360 ml,1½ cups chicken stock,
49,625,18,,,1.0,1 cup (240 ml) water,ok,,1 cup (240 ml) water,240 ml,1 cup water,1 cup
49,276,20,,,1.0,"Grilled lemon slices and fresh parsley, for garnishing",review,contains_conjunction,"Grilled lemon slices and fresh parsley, for garnishing",,"Grilled lemon slices and fresh parsley, for garnishing",
