recipe_id,ingredient_id,ingredient_index,ingredient_raw,grams_total,servings,grams_per_serving,extraction_method
30,260,19,½ tsp minced fresh ginger,2.5,5,0.5,volume_unit
30,202,20,1 tsp curry powder,5.0,5,1.0,volume_unit
30,496,22,"1½ cups (302 g) red lentils, washed and drained",302.0,5,60.4,bracketed_metric
30,166,23,2 cups (480 ml) coconut milk,480.0,5,96.0,bracketed_metric
30,525,24,"Salt and black pepper, to taste",,5,,no_match
30,24,25,"Aunty Bernie’s Chapati or rice, for serving",,5,,no_match
31,11,1,"4 cups (500 g) all-purpose flour, plus more as needed",500.0,5,100.0,bracketed_metric
31,522,2,1 tsp salt,5.0,5,1.0,volume_unit
31,616,3,"4 tbsp (60 ml) vegetable oil, plus more as needed",60.0,5,12.0,bracketed_metric
31,621,4,1½ cups (360 ml) warm water,360.0,5,72.0,bracketed_metric
31,39,5,1 lb (450 g) ground beef,450.0,5,90.0,bracketed_metric
31,420,6,"1 cup (150 g) frozen peas, thawed",150.0,5,30.0,bracketed_metric
31,638,7,"1 small white onion, finely chopped",70.0,5,14.0,count_estimate
31,251,8,"5 cloves garlic, minced",20.0,5,4.0,count_estimate
31,260,9,2 tsp (6 g) grated fresh ginger,6.0,5,1.2,bracketed_metric
31,309,10,"1 medium jalapeño chile, minced",110.0,5,22.0,count_estimate
31,604,11,1 tsp ground turmeric,5.0,5,1.0,volume_unit
31,197,12,1 tsp ground cumin,5.0,5,1.0,volume_unit
31,180,13,1 tsp ground coriander,5.0,5,1.0,volume_unit
31,116,14,½ tsp ground cardamom,2.5,5,0.5,volume_unit
31,160,15,½ tsp ground cinnamon,2.5,5,0.5,volume_unit
31,526,16,"Salt and black pepper, as needed",,5,,no_match
31,616,17,"Vegetable oil, as needed",,5,,no_match
32,137,1,"2 lb (900 g) chicken (any cut), cut into bite-size pieces",900.0,5,180.0,bracketed_metric
32,317,2,Juice of ½ lemon,,5,,no_match
32,251,3,1 tsp minced garlic,5.0,5,1.0,volume_unit
32,591,4,1 tsp dried thyme,5.0,5,1.0,volume_unit
32,63,5,1 tsp black pepper,5.0,5,1.0,volume_unit
32,411,6,"2 tsp (4 g) smoked paprika, divided",4.0,5,0.8,bracketed_metric
32,523,7,"2 tsp (10 g) salt, plus more as needed",10.0,5,2.0,bracketed_metric
32,133,8,1 chicken bouillon cube,,5,,no_match
32,109,9,¼ cup (60 ml) canola oil,60.0,5,12.0,bracketed_metric
32,409,10,¼ cup (60 ml) palm oil,60.0,5,12.0,bracketed_metric
32,251,11,"4 cloves garlic, minced",16.0,5,3.2,count_estimate
32,399,12,"2 medium onions, sliced",220.0,5,44.0,count_estimate
32,282,13,"1 small habanero chile, stem removed",70.0,5,14.0,count_estimate
32,597,14,"2 large tomatoes, diced",300.0,5,60.0,count_estimate
32,134,15,2 cups (480 ml) chicken stock,480.0,5,96.0,bracketed_metric
32,639,16,1 tsp white pepper,5.0,5,1.0,volume_unit
32,106,17,¾ lb (338 g) cubed butternut squash,338.0,5,67.6,bracketed_metric
32,625,18,½ cup (120 ml) water,120.0,5,24.0,bracketed_metric
32,395,19,"20 pieces okra, sliced in half",2000.0,5,400.0,count_estimate
32,508,20,"Rice, for serving",,5,,no_match
33,615,1,1 cup (240 ml) vegetable oil,240.0,5,48.0,bracketed_metric
33,399,2,"1 large onion, diced",150.0,5,30.0,count_estimate
33,251,3,"4 cloves garlic, minced",16.0,5,3.2,count_estimate
33,260,4,2 tsp (6 g) minced fresh ginger,6.0,5,1.2,bracketed_metric
33,411,5,½ tsp smoked paprika,2.5,5,0.5,volume_unit
33,197,6,1 tsp ground cumin,5.0,5,1.0,volume_unit
33,116,7,½ tsp ground cardamom,2.5,5,0.5,volume_unit
33,202,8,½ tsp curry powder,2.5,5,0.5,volume_unit
33,597,9,"2 medium tomatoes, roughly chopped",220.0,5,44.0,count_estimate
33,659,10,"4 medium Yukon gold potatoes, peeled and diced",440.0,5,88.0,count_estimate
33,34,11,2 cups (422 g) basmati rice,422.0,5,84.4,bracketed_metric
33,134,12,4 cups (960 ml) chicken stock,960.0,5,192.0,bracketed_metric
33,162,13,1 (2- to 4-inch [6- to 10-cm]) cinnamon stick,,5,,no_match
33,570,14,½ tsp ground star anise,2.5,5,0.5,volume_unit
33,35,15,1 bay leaf,,5,,no_match
33,525,16,"Salt and black pepper, to taste",,5,,no_match
33,320,17,"Kachumbari , for serving",,5,,no_match
34,285,1,"1 (1-lb [450-g]) halibut fillet, skin removed",450.0,5,90.0,bracketed_metric
34,202,2,"1 tbsp (8 g) plus ¾ tsp curry powder, divided",8.0,5,1.6,bracketed_metric
34,523,3,"1 tsp salt, plus more as needed",5.0,5,1.0,volume_unit
34,64,4,"1 tsp black pepper, plus more as needed",5.0,5,1.0,volume_unit
34,110,5,"1 tbsp (15 ml) canola oil, plus more as needed",15.0,5,3.0,bracketed_metric
34,399,6,"1 medium onion, diced",110.0,5,22.0,count_estimate
34,51,7,"2 medium bell peppers (any color), diced",220.0,5,44.0,count_estimate
34,260,8,2 tsp (6 g) minced fresh ginger,6.0,5,1.2,bracketed_metric
34,251,9,"3 cloves garlic, minced",12.0,5,2.4,count_estimate
34,597,10,"2 large tomatoes, roughly chopped",300.0,5,60.0,count_estimate
34,333,11,2 tbsp (30 ml) fresh lemon juice,30.0,5,6.0,bracketed_metric
34,166,12,1 cup (240 ml) coconut milk,240.0,5,48.0,bracketed_metric
34,97,13,"1 small bunch fresh cilantro, roughly chopped, for garnish",70.0,5,14.0,count_estimate
34,337,14,"4 lemon wedges, for garnish",,5,,no_match
35,615,1,2 tbsp (30 ml) vegetable oil,30.0,5,6.0,bracketed_metric
35,399,2,"1 large onion, diced",150.0,5,30.0,count_estimate
35,251,3,"4 cloves garlic, minced",16.0,5,3.2,count_estimate
35,270,4,"1 large green bell pepper, diced",150.0,5,30.0,count_estimate
35,120,5,"2 large carrots, diced",300.0,5,60.0,count_estimate
35,597,6,"2 large tomatoes, diced",300.0,5,60.0,count_estimate
35,659,7,"6 medium Yukon gold potatoes, cubed",660.0,5,132.0,count_estimate
35,269,8,"1 large green banana, cubed",150.0,5,30.0,count_estimate
35,166,9,1 (14-oz [420-ml]) can coconut milk,,5,,no_match
35,625,10,4 cups (960 ml) water,960.0,5,192.0,bracketed_metric
35,525,11,"Salt and black pepper, to taste",,5,,no_match
35,25,12,"1 large avocado, pitted, peeled and sliced, for serving",150.0,5,30.0,count_estimate
36,597,1,"2 large tomatoes, diced",300.0,5,60.0,count_estimate
36,497,2,"½ large red onion, diced",75.0,5,15.0,count_estimate
36,310,3,"2 large jalapeño chiles, seeded and diced",300.0,5,60.0,count_estimate
36,196,4,"1 medium cucumber, diced",110.0,5,22.0,count_estimate
36,251,5,"2 cloves garlic, minced",8.0,5,1.6,count_estimate
36,318,6,Juice of 1 lime,,5,,no_match
36,159,7,"½ cup (20 g) fresh cilantro, roughly chopped",20.0,5,4.0,bracketed_metric
36,525,8,"Salt and black pepper, to taste",,5,,no_match
37,239,1,½ cup (65 g) gram flour,65.0,4,16.25,bracketed_metric
37,183,2,1 tbsp (11 g) corn flour,11.0,4,2.75,bracketed_metric
37,260,3,1 tsp minced ginger,5.0,4,1.25,volume_unit
37,197,4,2 tsp (6 g) ground cumin,6.0,4,1.5,bracketed_metric
37,429,5,1 tsp Pili Pili or store-bought hot sauce,5.0,4,1.25,volume_unit
37,522,6,"Salt, to taste",,4,,no_match
37,159,7,½ cup (20 g) finely chopped fresh cilantro,20.0,4,5.0,bracketed_metric
37,625,8,⅓ cup (80 ml) water,80.0,4,20.0,bracketed_metric
37,519,9,2 large russet potatoes,300.0,4,75.0,count_estimate
37,616,10,"Vegetable oil, as needed",,4,,no_match
37,320,11,"Kachumbari , for serving",,4,,no_match
38,522,1,1 tsp salt,5.0,5,1.0,volume_unit
38,577,2,1 tsp sugar,5.0,5,1.0,volume_unit
38,616,3,"2 tbsp (30 ml) vegetable oil, plus more as needed",30.0,5,6.0,bracketed_metric
38,622,4,"1½ cups (360 ml) warm water, plus more as needed",360.0,5,72.0,bracketed_metric
38,10,5,3 cups (375 g) all-purpose flour,375.0,5,75.0,bracketed_metric
39,588,1,¼ cup (33 g) teff flour,33.0,5,6.6,bracketed_metric
39,10,2,¾ cup (94 g) all-purpose flour,94.0,5,18.8,bracketed_metric
39,625,3,1 cup (240 ml) water,240.0,5,48.0,bracketed_metric
39,522,4,½ tsp salt,2.5,5,0.5,volume_unit
39,616,5,"Vegetable oil, as needed",,5,,no_match
40,223,1,"2 cups (165 g) roughly chopped, extremely ripe mango",165.0,8,20.62,bracketed_metric
40,333,2,½ cup (120 ml) fresh lemon juice,120.0,8,15.0,bracketed_metric
40,340,3,2 tbsp (30 ml) fresh lime juice,30.0,8,3.75,bracketed_metric
40,550,4,¾ cup (180 ml) simple syrup,180.0,8,22.5,bracketed_metric
40,625,5,"2 cups (480 ml) water, divided",480.0,8,60.0,bracketed_metric
40,371,6,"½ cup (120 ml) moscato, optional",120.0,8,15.0,bracketed_metric
40,369,7,"Fresh mint leaves, to taste",,8,,no_match
40,303,8,"Ice cubes, as needed",,8,,no_match
41,315,1,2 cups (422 g) jasmine rice,422.0,5,84.4,bracketed_metric
41,165,2,1 cup (240 ml) canned coconut milk,240.0,5,48.0,bracketed_metric
41,476,3,3 tbsp (14 g) raw unsweetened coconut flakes,14.0,5,2.8,bracketed_metric
41,522,4,1 tsp salt,5.0,5,1.0,volume_unit
41,170,5,1 cup (192 g) coconut sugar,192.0,5,38.4,bracketed_metric
41,118,6,"1 tsp cardamom pods, crushed",5.0,5,1.0,volume_unit
41,389,7,1 tsp ground nutmeg,5.0,5,1.0,volume_unit
41,18,8,½ tsp almond extract,2.5,5,0.5,volume_unit
41,1,9,1 tsp active dry yeast,5.0,5,1.0,volume_unit
41,166,10,1 (14-oz [420-ml]) can coconut milk,,5,,no_match
41,611,11,½ tsp vanilla extract,2.5,5,0.5,volume_unit
41,95,12,¾ cup (108 g) brown sugar,108.0,5,21.6,bracketed_metric
42,621,1,¼ cup (60 ml) warm water,60.0,5,12.0,bracketed_metric
42,165,2,½ cup (120 ml) canned coconut milk,120.0,5,24.0,bracketed_metric
42,577,3,¾ cup (144 g) sugar,144.0,5,28.8,bracketed_metric
42,1,4,2 tsp (6 g) active dry yeast,6.0,5,1.2,bracketed_metric
42,209,5,1 large egg,150.0,5,30.0,count_estimate
42,10,6,3 cups (375 g) all-purpose flour,375.0,5,75.0,bracketed_metric
42,522,7,1 tsp salt,5.0,5,1.0,volume_unit
42,119,8,"1 tsp cardamom seeds, crushed",5.0,5,1.0,volume_unit
42,389,9,½ tsp ground nutmeg,2.5,5,0.5,volume_unit
42,160,10,½ tsp ground cinnamon,2.5,5,0.5,volume_unit
42,169,11,4 tbsp (19 g) freshly grated coconut or raw unsweetened coconut flakes,19.0,5,3.8,bracketed_metric
42,616,12,"Vegetable oil, as needed",,5,,no_match
42,576,13,"Powdered sugar, optional",,5,,no_match
43,314,1,2 large jarred or fresh roasted red bell peppers,300.0,7,42.86,count_estimate
43,251,2,5 cloves garlic,20.0,7,2.86,count_estimate
43,227,3,"1 (15-oz [420-g]) can fire-roasted tomatoes, drained",420.0,7,60.0,bracketed_metric
43,411,4,2 tbsp (16 g) smoked paprika,16.0,7,2.29,bracketed_metric
43,309,5,2 medium jalapeño chiles,220.0,7,31.43,count_estimate
43,280,6,1 small habanero chile,70.0,7,10.0,count_estimate
43,397,7,6 tbsp (90 ml) olive oil,90.0,7,12.86,bracketed_metric
43,197,8,"Ground cumin, to taste",,7,,no_match
43,180,9,"Ground coriander, to taste",,7,,no_match
43,501,10,"Crushed red pepper flakes, to taste",,7,,no_match
43,253,11,1 tbsp (8 g) garlic powder,8.0,7,1.14,bracketed_metric
43,412,12,1 tbsp (8 g) paprika,8.0,7,1.14,bracketed_metric
43,197,13,½ tbsp (4 g) ground cumin,4.0,7,0.57,bracketed_metric
43,160,14,1 tsp ground cinnamon,5.0,7,0.71,volume_unit
43,522,15,1½ tsp (8 g) salt,8.0,7,1.14,bracketed_metric
43,63,16,1 tsp black pepper,5.0,7,0.71,volume_unit
43,142,17,5 lb (2.3 kg) chicken drumsticks,2300.0,7,328.57,bracketed_metric
43,288,18,10 oz (300 ml) Harissa Sauce,300.0,7,42.86,bracketed_metric
44,220,1,3 tbsp (45 ml) extra-virgin olive oil,45.0,5,9.0,bracketed_metric
44,399,2,"1 medium onion, thinly sliced",110.0,5,22.0,count_estimate
44,489,3,"1 large red bell pepper, thinly sliced",150.0,5,30.0,count_estimate
44,280,4,"1 small habanero chile, thinly sliced",70.0,5,14.0,count_estimate
44,251,5,"3 cloves garlic, minced",12.0,5,2.4,count_estimate
44,411,6,1½ tbsp (12 g) smoked paprika,12.0,5,2.4,bracketed_metric
44,197,7,1 tbsp (8 g) ground cumin,8.0,5,1.6,bracketed_metric
44,599,8,1 (28-oz [784-g]) can whole peeled tomatoes,784.0,5,156.8,bracketed_metric
44,526,9,"Salt and black pepper, as needed",,5,,no_match
44,96,10,"1 large bunch fresh cilantro, roughly chopped, divided",150.0,5,30.0,count_estimate
44,415,11,"3 tbsp (10 g) fresh parsley, roughly chopped, divided",10.0,5,2.0,bracketed_metric
44,209,12,6 large eggs,900.0,5,180.0,count_estimate
44,88,13,"Bread, for serving",,5,,no_match
45,39,1,1 lb (450 g) ground beef,450.0,5,90.0,bracketed_metric
45,569,2,"2 slices stale white bread, crusts removed and torn into pieces",60.0,5,12.0,count_estimate
45,209,3,1 large egg,150.0,5,30.0,count_estimate
45,197,4,1 tsp ground cumin,5.0,5,1.0,volume_unit
45,412,5,1 tsp paprika,5.0,5,1.0,volume_unit
45,160,6,1 tsp ground cinnamon,5.0,5,1.0,volume_unit
45,116,7,½ tsp ground cardamom,2.5,5,0.5,volume_unit
45,180,8,1 tsp ground coriander,5.0,5,1.0,volume_unit
45,522,9,1 tsp salt,5.0,5,1.0,volume_unit
45,63,10,½ tsp black pepper,2.5,5,0.5,volume_unit
45,398,11,"Olive oil, as needed",,5,,no_match
45,397,12,2 tbsp (30 ml) olive oil,30.0,5,6.0,bracketed_metric
45,251,13,"1 clove garlic, minced",4.0,5,0.8,count_estimate
45,399,14,"1 large onion, roughly chopped",150.0,5,30.0,count_estimate
45,263,15,2 tsp (6 g) minced fresh ginger 1 tsp ground cumin,6.0,5,1.2,bracketed_metric
45,162,17,2 (2- to 4-inch [6- to 10-cm]) cinnamon sticks,,5,,no_match
45,95,18,1 tsp brown sugar,5.0,5,1.0,volume_unit
45,597,19,1 (14-oz [392-g]) can diced tomatoes,392.0,5,78.4,bracketed_metric
45,201,20,2 tbsp (19 g) dried currants,19.0,5,3.8,bracketed_metric
45,134,21,1 cup (240 ml) chicken stock,240.0,5,48.0,bracketed_metric
45,526,22,"Salt and black pepper, as needed",,5,,no_match
46,116,1,1 tsp ground cardamom,5.0,5,1.0,volume_unit
46,197,2,1 tsp ground cumin,5.0,5,1.0,volume_unit
46,261,3,½ tsp ground ginger,2.5,5,0.5,volume_unit
46,160,4,½ tsp ground cinnamon,2.5,5,0.5,volume_unit
46,63,5,¼ tsp black pepper,1.25,5,0.25,volume_unit
46,522,6,1 tsp salt,5.0,5,1.0,volume_unit
46,398,7,"Olive oil, as needed",,5,,no_match
46,329,8,2 lb (900 g) lamb rib chops,900.0,5,180.0,bracketed_metric
46,251,9,"3 cloves garlic, minced",12.0,5,2.4,count_estimate
46,616,10,"Vegetable oil, as needed",,5,,no_match
46,159,11,"½ cup fresh cilantro, roughly chopped",120.0,5,24.0,volume_unit
46,189,12,"Couscous or rice, for serving",,5,,no_match
47,397,1,4 tbsp (60 ml) olive oil,60.0,5,12.0,bracketed_metric
47,638,2,"1 large white onion, diced",150.0,5,30.0,count_estimate
47,199,3,3 tsp (8 g) cumin seeds,8.0,5,1.6,bracketed_metric
47,411,4,2 tsp (6 g) smoked paprika,6.0,5,1.2,bracketed_metric
47,501,5,2 tsp (2 g) crushed red pepper flakes,2.0,5,0.4,bracketed_metric
47,159,6,"½ cup (20 g) fresh cilantro, roughly chopped",20.0,5,4.0,bracketed_metric
47,251,7,"2 cloves garlic, minced",8.0,5,1.6,count_estimate
47,597,8,1 cup (161 g) crushed tomatoes,161.0,5,32.2,bracketed_metric
47,150,9,"3 (16-oz [448-g]) cans chickpeas, drained and rinsed",448.0,5,89.6,bracketed_metric
47,626,10,"Water, as needed",,5,,no_match
47,522,11,2 tbsp (30 g) salt,30.0,5,6.0,bracketed_metric
47,7,12,"Aish Baladi , for serving",,5,,no_match
47,288,13,"Harissa Sauce , for serving",,5,,no_match
48,399,1,"1 large onion, roughly chopped",150.0,5,30.0,count_estimate
48,120,2,"3 medium carrots, diced",330.0,5,66.0,count_estimate
48,514,3,"2 large Roma tomatoes, roughly chopped",300.0,5,60.0,count_estimate
48,251,4,"3 cloves garlic, minced",12.0,5,2.4,count_estimate
48,136,5,"2½ lb (1 kg) chicken (any cut), cut into 1-inch (3-cm) pieces",1000.0,5,200.0,bracketed_metric
48,202,6,1 tsp curry powder,5.0,5,1.0,volume_unit
48,153,7,2 tbsp (16 g) chili powder,16.0,5,3.2,bracketed_metric
48,180,8,1 tsp ground coriander,5.0,5,1.0,volume_unit
48,415,9,3 tbsp (9 g) roughly chopped fresh parsley,9.0,5,1.8,bracketed_metric
48,397,10,2 tbsp (30 ml) olive oil,30.0,5,6.0,bracketed_metric
48,625,11,1 cup (240 ml) water,240.0,5,48.0,bracketed_metric
48,661,12,"1 lb (450 g) Yukon gold potatoes, peeled and cut into ½-inch (6-mm) thick slices",450.0,5,90.0,bracketed_metric
48,418,13,¼ cup (38 g) frozen peas,38.0,5,7.6,bracketed_metric
49,555,1,"5 skin-on, bone-in chicken thighs",,5,,no_match
49,333,2,2 tbsp (30 ml) fresh lemon juice,30.0,5,6.0,bracketed_metric
49,604,3,2 tbsp (16 g) ground turmeric,16.0,5,3.2,bracketed_metric
49,197,4,1 tbsp (8 g) ground cumin,8.0,5,1.6,bracketed_metric
49,180,5,½ tbsp (4 g) ground coriander,4.0,5,0.8,bracketed_metric
49,403,6,1 tbsp (3 g) dried oregano,3.0,5,0.6,bracketed_metric
49,251,7,"4 cloves garlic, minced",16.0,5,3.2,count_estimate
49,522,8,1 tsp salt,5.0,5,1.0,volume_unit
49,63,9,1 tsp black pepper,5.0,5,1.0,volume_unit
49,397,10,"2 tbsp (30 ml) olive oil, divided",30.0,5,6.0,bracketed_metric
49,399,11,"1 small onion, finely chopped",70.0,5,14.0,count_estimate
49,604,13,1 tbsp (8 g) ground turmeric,8.0,5,1.6,bracketed_metric
49,197,14,1 tsp ground cumin,5.0,5,1.0,volume_unit
49,251,15,"1 clove garlic, minced",4.0,5,0.8,count_estimate
49,34,16,1½ cups (317 g) basmati rice,317.0,5,63.4,bracketed_metric
49,134,17,1½ cups (360 ml) chicken stock,360.0,5,72.0,bracketed_metric
49,625,18,1 cup (240 ml) water,240.0,5,48.0,bracketed_metric
49,276,20,"Grilled lemon slices and fresh parsley, for garnishing",,5,,no_match
50,397,1,2 tbsp (30 ml) olive oil,30.0,5,6.0,bracketed_metric
50,497,2,"1 medium red onion, finely chopped",110.0,5,22.0,count_estimate
50,651,3,"1 large yellow bell pepper, finely chopped",150.0,5,30.0,count_estimate
50,402,4,"1 medium orange bell pepper, finely chopped",110.0,5,22.0,count_estimate
50,671,5,"1 large zucchini, finely chopped",150.0,5,30.0,count_estimate
50,251,6,"3 cloves garlic, minced",12.0,5,2.4,count_estimate
50,148,7,1 cup (240 ml) chicken or vegetable stock,240.0,5,48.0,bracketed_metric
50,418,8,2 cups (300 g) frozen peas,300.0,5,60.0,bracketed_metric
50,412,9,1 tsp paprika,5.0,5,1.0,volume_unit
50,197,10,1 tsp ground cumin,5.0,5,1.0,volume_unit
50,180,11,1 tsp ground coriander,5.0,5,1.0,volume_unit
50,604,12,½ tsp ground turmeric,2.5,5,0.5,volume_unit
50,160,13,½ tsp ground cinnamon,2.5,5,0.5,volume_unit
50,188,14,1½ cups (270 g) dry couscous,270.0,5,54.0,bracketed_metric
50,150,15,"1 (16-oz [448-g]) can chickpeas, drained and rinsed",448.0,5,89.6,bracketed_metric
50,190,16,½ cup (50 g) dried cranberries,50.0,5,10.0,bracketed_metric
50,663,17,Zest and juice of 2 lemons,,5,,no_match
50,431,18,"1 pint (161 g) cherry tomatoes, cut in half",161.0,5,32.2,bracketed_metric
50,159,19,"2 tbsp (6 g) fresh cilantro, minced",6.0,5,1.2,bracketed_metric
50,415,20,"2 tsp (2 g) fresh parsley, minced",2.0,5,0.4,bracketed_metric
50,525,21,"Salt and black pepper, to taste",,5,,no_match
51,662,1,"2 lb (900 g) Yukon gold potatoes, peeled and cut into large chunks",900.0,7,128.57,bracketed_metric
51,526,2,"Salt and black pepper, as needed",,7,,no_match
51,410,3,¼ cup (30 g) panko breadcrumbs,30.0,7,4.29,bracketed_metric
51,253,4,1 tsp garlic powder,5.0,7,0.71,volume_unit
51,604,5,1 tsp ground turmeric,5.0,7,0.71,volume_unit
51,197,6,1 tsp ground cumin,5.0,7,0.71,volume_unit
51,400,7,1 tsp onion powder,5.0,7,0.71,volume_unit
51,415,8,"3 tbsp (9 g) fresh parsley, finely chopped",9.0,7,1.29,bracketed_metric
51,209,9,"2 large eggs, beaten",300.0,7,42.86,count_estimate
51,616,10,"Vegetable oil, as needed",,7,,no_match
51,11,11,"All-purpose flour, as needed",,7,,no_match
52,182,1,1½ tsp (4 g) coriander seeds,4.0,5,0.8,bracketed_metric
52,199,2,1 tsp cumin seeds,5.0,5,1.0,volume_unit
52,501,3,1 tsp crushed red pepper flakes,5.0,5,1.0,volume_unit
52,412,4,1 tsp paprika,5.0,5,1.0,volume_unit
52,160,5,1 tsp ground cinnamon,5.0,5,1.0,volume_unit
52,116,6,½ tsp ground cardamom,2.5,5,0.5,volume_unit
52,261,7,½ tsp ground ginger,2.5,5,0.5,volume_unit
52,604,8,½ tsp ground turmeric,2.5,5,0.5,volume_unit
52,660,9,"2 lb (900 g) Yukon gold potatoes, peeled and cut into 1-inch (3-cm) cubes",900.0,5,180.0,bracketed_metric
52,523,10,"Salt, as needed",,5,,no_match
52,397,11,3 tbsp (45 ml) olive oil,45.0,5,9.0,bracketed_metric
52,474,12,1½ tbsp (12 g) Ras el Hanout,12.0,5,2.4,bracketed_metric
52,268,13,¾ cup (184 g) Greek yogurt,184.0,5,36.8,bracketed_metric
52,547,14,2 tbsp (30 ml) sherry vinegar,30.0,5,6.0,bracketed_metric
52,368,15,"½ cup (20 g) fresh mint, roughly chopped",20.0,5,4.0,bracketed_metric
52,415,16,"½ cup (20 g) fresh parsley, roughly chopped",20.0,5,4.0,bracketed_metric
52,663,17,Zest and juice of 1 lemon,,5,,no_match
53,10,1,2 cups (250 g) all-purpose flour,250.0,5,50.0,bracketed_metric
53,522,2,1 tsp salt,5.0,5,1.0,volume_unit
53,364,3,¾ cup (180 ml) milk,180.0,5,36.0,bracketed_metric
53,397,4,1 tbsp (15 ml) olive oil,15.0,5,3.0,bracketed_metric
54,251,1,"2 cloves garlic, minced",8.0,4,2.0,count_estimate
54,197,2,2 tsp (6 g) ground cumin,6.0,4,1.5,bracketed_metric
54,180,3,2 tsp (6 g) ground coriander,6.0,4,1.5,bracketed_metric
54,160,4,¾ tsp ground cinnamon,3.75,4,0.94,volume_unit
54,501,5,1 tsp crushed red pepper flakes,5.0,4,1.25,volume_unit
54,411,6,1 tsp smoked paprika,5.0,4,1.25,volume_unit
54,397,7,¼ cup (60 ml) olive oil,60.0,4,15.0,bracketed_metric
54,522,8,2 tsp (10 g) salt,10.0,4,2.5,bracketed_metric
54,211,9,2 medium eggplants,220.0,4,55.0,count_estimate
54,509,10,"Rice or couscous, for serving",,4,,no_match
55,490,1,"2 large red bell peppers, chargrilled",300.0,7,42.86,count_estimate
55,499,2,"1 large red onion, char-grilled",150.0,7,21.43,count_estimate
55,4,3,1 cup (170 g) African bird’s eye chiles or 8 red Thai chiles and 2 small habanero chiles,170.0,7,24.29,bracketed_metric
55,251,4,4 cloves garlic,16.0,7,2.29,count_estimate
55,333,5,"¾ cup (180 ml) fresh lemon juice, divided",180.0,7,25.71,bracketed_metric
55,19,6,"½ cup (120 ml) apple cider vinegar, divided",120.0,7,17.14,bracketed_metric
55,664,7,"Zest of 2 lemons, divided",,7,,no_match
55,411,8,1 tbsp (8 g) smoked paprika,8.0,7,1.14,bracketed_metric
55,403,9,1½ tsp (2 g) dried oregano,2.0,7,0.29,bracketed_metric
55,36,10,2 bay leaves,,7,,no_match
55,525,11,"Salt and black pepper, to taste",,7,,no_match
55,220,12,½ cup (120 ml) extra-virgin olive oil,120.0,7,17.14,bracketed_metric
55,81,13,2½ to 3 lb (1.1 to 1.4 kg) bone-in or boneless chicken (any cut),,7,,no_match
55,522,14,2 tsp (10 g) salt,10.0,7,1.43,bracketed_metric
55,63,15,2 tsp (6 g) black pepper,6.0,7,0.86,bracketed_metric
55,253,16,2 tsp (6 g) garlic powder,6.0,7,0.86,bracketed_metric
55,427,17,1 to 2 cups (240 to 480 ml) Peri Peri Sauce,,7,,no_match
56,3,1,8 African bird’s eye chiles or 8 small habanero chiles,,7,,no_match
56,615,2,1½ cups (360 ml) vegetable oil,360.0,7,51.43,bracketed_metric
56,333,3,4 tbsp (60 ml) fresh lemon juice,60.0,7,8.57,bracketed_metric
56,251,4,2 tbsp (18 g) crushed garlic,18.0,7,2.57,bracketed_metric
56,522,5,1 tsp salt,5.0,7,0.71,volume_unit
56,411,6,1 tsp smoked paprika,5.0,7,0.71,volume_unit
56,460,7,4 lb (1.8 kg) large prawns or shrimp,1800.0,7,257.14,bracketed_metric
57,606,1,3 tbsp (42 g) unsalted butter,42.0,7,6.0,bracketed_metric
57,95,2,1 tbsp (9 g) brown sugar,9.0,7,1.29,bracketed_metric
57,604,3,1½ tsp (5 g) ground turmeric,5.0,7,0.71,bracketed_metric
57,299,4,½ tsp hot curry powder,2.5,7,0.36,volume_unit
57,315,5,2 cups (422 g) jasmine rice,422.0,7,60.29,bracketed_metric
57,134,6,4 cups (960 ml) chicken stock,960.0,7,137.14,bracketed_metric
57,473,7,½ cup (76 g) raisins,76.0,7,10.86,bracketed_metric
58,397,1,1 tsp olive oil,5.0,2,2.5,volume_unit
58,78,2,4 slices bologna,120.0,2,60.0,count_estimate
58,324,3,"Ketchup, to taste",,2,,no_match
58,427,4,"Peri Peri Sauce , to taste",,2,,no_match
58,195,5,"1 crusty hoagie roll, split in half and lightly toasted",,2,,no_match
58,175,6,"Freshly cooked French fries, as needed",,2,,no_match
58,549,7,½ cup (40 g) shredded lettuce,40.0,2,20.0,bracketed_metric
59,109,1,½ cup (120 ml) canola oil,120.0,5,24.0,bracketed_metric
59,399,2,"1 medium onion, diced",110.0,5,22.0,count_estimate
59,251,3,2 tsp (6 g) minced garlic,6.0,5,1.2,bracketed_metric
59,260,4,1 tsp minced fresh ginger,5.0,5,1.0,volume_unit
59,162,5,1 (2- to 4-inch [6- to 10-cm]) cinnamon stick,,5,,no_match
59,412,6,1 tsp paprika,5.0,5,1.0,volume_unit
59,118,7,2 cardamom pods,,5,,no_match
59,202,8,3 tbsp (24 g) curry powder,24.0,5,4.8,bracketed_metric
59,523,9,"Salt, as needed",,5,,no_match
59,597,10,"2 medium tomatoes, diced",220.0,5,44.0,count_estimate
59,86,11,"1 lb (450 g) boneless, skinless chicken breast, cut into bite-size pieces",450.0,5,90.0,bracketed_metric
59,134,12,1½ cups (360 ml) chicken stock,360.0,5,72.0,bracketed_metric
59,660,13,"2 medium Yukon gold potatoes, peeled and cut into ½- to 1-inch (13-mm to 3-cm]) cubes",220.0,5,44.0,count_estimate
