source,recipe_url,recipe_id,recipe_title,servings_raw,ingredient_index,ingredient_section,ingredient_line_raw,qty_raw,qty_value,unit,ingredient_name,ingredient_item,ingredient_notes,method_text,instructions,cooking_method_tags,method_keywords,source_chapter,page_num,country,common_name,description
africa_recipes_scrape_single_table.csv,,43,HARISSA GRILLED CHICKEN,MAKES 6 TO 8 SERVINGS,5,HARISSA SAUCE,2 medium jalapeño chiles,,,,,,,"To make the sauce, combine the bell peppers, garlic, tomatoes, smoked paprika, jalapeños, habanero, oil, cumin, coriander and crushed red pepper flakes in a food processor. Process until the mixture is uniform. Transfer the sauce to jars and store in the fridge for up to 2 weeks. To make the chicken, preheat the grill to 400°F (204°C). In a small bowl, combine the garlic powder, paprika, cumin, cinnamon, salt and black pepper. Place the drumsticks and spice mixture in a large resealable bag. Shake the bag, ensuring that each piece of chicken is coated with the spices. Place the drumsticks directly on the grill and flip them every 5 to 7 minutes. Once the drumsticks start to brown, move them to the side of the grill, away from the direct heat. When the internal temperature of the drumsticks reaches 190°F (88°C), baste the chicken with the harissa sauce and cook for 2 to 5 minutes. Remove the drumsticks from the grill and let them rest for 5 minutes before serving.",,,grill,OEBPS/ch46.xhtml,,,,
africa_recipes_scrape_single_table.csv,,43,HARISSA GRILLED CHICKEN,MAKES 6 TO 8 SERVINGS,6,HARISSA SAUCE,1 small habanero chile,,,,,,,"To make the sauce, combine the bell peppers, garlic, tomatoes, smoked paprika, jalapeños, habanero, oil, cumin, coriander and crushed red pepper flakes in a food processor. Process until the mixture is uniform. Transfer the sauce to jars and store in the fridge for up to 2 weeks. To make the chicken, preheat the grill to 400°F (204°C). In a small bowl, combine the garlic powder, paprika, cumin, cinnamon, salt and black pepper. Place the drumsticks and spice mixture in a large resealable bag. Shake the bag, ensuring that each piece of chicken is coated with the spices. Place the drumsticks directly on the grill and flip them every 5 to 7 minutes. Once the drumsticks start to brown, move them to the side of the grill, away from the direct heat. When the internal temperature of the drumsticks reaches 190°F (88°C), baste the chicken with the harissa sauce and cook for 2 to 5 minutes. Remove the drumsticks from the grill and let them rest for 5 minutes before serving.",,,grill,OEBPS/ch46.xhtml,,,,
africa_recipes_scrape_single_table.csv,,43,HARISSA GRILLED CHICKEN,MAKES 6 TO 8 SERVINGS,7,HARISSA SAUCE,6 tbsp (90 ml) olive oil,,,,,,,"To make the sauce, combine the bell peppers, garlic, tomatoes, smoked paprika, jalapeños, habanero, oil, cumin, coriander and crushed red pepper flakes in a food processor. Process until the mixture is uniform. Transfer the sauce to jars and store in the fridge for up to 2 weeks. To make the chicken, preheat the grill to 400°F (204°C). In a small bowl, combine the garlic powder, paprika, cumin, cinnamon, salt and black pepper. Place the drumsticks and spice mixture in a large resealable bag. Shake the bag, ensuring that each piece of chicken is coated with the spices. Place the drumsticks directly on the grill and flip them every 5 to 7 minutes. Once the drumsticks start to brown, move them to the side of the grill, away from the direct heat. When the internal temperature of the drumsticks reaches 190°F (88°C), baste the chicken with the harissa sauce and cook for 2 to 5 minutes. Remove the drumsticks from the grill and let them rest for 5 minutes before serving.",,,grill,OEBPS/ch46.xhtml,,,,
africa_recipes_scrape_single_table.csv,,43,HARISSA GRILLED CHICKEN,MAKES 6 TO 8 SERVINGS,8,HARISSA SAUCE,"Ground cumin, to taste",,,,,,,"To make the sauce, combine the bell peppers, garlic, tomatoes, smoked paprika, jalapeños, habanero, oil, cumin, coriander and crushed red pepper flakes in a food processor. Process until the mixture is uniform. Transfer the sauce to jars and store in the fridge for up to 2 weeks. To make the chicken, preheat the grill to 400°F (204°C). In a small bowl, combine the garlic powder, paprika, cumin, cinnamon, salt and black pepper. Place the drumsticks and spice mixture in a large resealable bag. Shake the bag, ensuring that each piece of chicken is coated with the spices. Place the drumsticks directly on the grill and flip them every 5 to 7 minutes. Once the drumsticks start to brown, move them to the side of the grill, away from the direct heat. When the internal temperature of the drumsticks reaches 190°F (88°C), baste the chicken with the harissa sauce and cook for 2 to 5 minutes. Remove the drumsticks from the grill and let them rest for 5 minutes before serving.",,,grill,OEBPS/ch46.xhtml,,,,
africa_recipes_scrape_single_table.csv,,43,HARISSA GRILLED CHICKEN,MAKES 6 TO 8 SERVINGS,9,HARISSA SAUCE,"Ground coriander, to taste",,,,,,,"To make the sauce, combine the bell peppers, garlic, tomatoes, smoked paprika, jalapeños, habanero, oil, cumin, coriander and crushed red pepper flakes in a food processor. Process until the mixture is uniform. Transfer the sauce to jars and store in the fridge for up to 2 weeks. To make the chicken, preheat the grill to 400°F (204°C). In a small bowl, combine the garlic powder, paprika, cumin, cinnamon, salt and black pepper. Place the drumsticks and spice mixture in a large resealable bag. Shake the bag, ensuring that each piece of chicken is coated with the spices. Place the drumsticks directly on the grill and flip them every 5 to 7 minutes. Once the drumsticks start to brown, move them to the side of the grill, away from the direct heat. When the internal temperature of the drumsticks reaches 190°F (88°C), baste the chicken with the harissa sauce and cook for 2 to 5 minutes. Remove the drumsticks from the grill and let them rest for 5 minutes before serving.",,,grill,OEBPS/ch46.xhtml,,,,
africa_recipes_scrape_single_table.csv,,43,HARISSA GRILLED CHICKEN,MAKES 6 TO 8 SERVINGS,10,HARISSA SAUCE,"Crushed red pepper flakes, to taste",,,,,,,"To make the sauce, combine the bell peppers, garlic, tomatoes, smoked paprika, jalapeños, habanero, oil, cumin, coriander and crushed red pepper flakes in a food processor. Process until the mixture is uniform. Transfer the sauce to jars and store in the fridge for up to 2 weeks. To make the chicken, preheat the grill to 400°F (204°C). In a small bowl, combine the garlic powder, paprika, cumin, cinnamon, salt and black pepper. Place the drumsticks and spice mixture in a large resealable bag. Shake the bag, ensuring that each piece of chicken is coated with the spices. Place the drumsticks directly on the grill and flip them every 5 to 7 minutes. Once the drumsticks start to brown, move them to the side of the grill, away from the direct heat. When the internal temperature of the drumsticks reaches 190°F (88°C), baste the chicken with the harissa sauce and cook for 2 to 5 minutes. Remove the drumsticks from the grill and let them rest for 5 minutes before serving.",,,grill,OEBPS/ch46.xhtml,,,,
africa_recipes_scrape_single_table.csv,,43,HARISSA GRILLED CHICKEN,MAKES 6 TO 8 SERVINGS,11,CHICKEN,1 tbsp (8 g) garlic powder,,,,,,,"To make the sauce, combine the bell peppers, garlic, tomatoes, smoked paprika, jalapeños, habanero, oil, cumin, coriander and crushed red pepper flakes in a food processor. Process until the mixture is uniform. Transfer the sauce to jars and store in the fridge for up to 2 weeks. To make the chicken, preheat the grill to 400°F (204°C). In a small bowl, combine the garlic powder, paprika, cumin, cinnamon, salt and black pepper. Place the drumsticks and spice mixture in a large resealable bag. Shake the bag, ensuring that each piece of chicken is coated with the spices. Place the drumsticks directly on the grill and flip them every 5 to 7 minutes. Once the drumsticks start to brown, move them to the side of the grill, away from the direct heat. When the internal temperature of the drumsticks reaches 190°F (88°C), baste the chicken with the harissa sauce and cook for 2 to 5 minutes. Remove the drumsticks from the grill and let them rest for 5 minutes before serving.",,,grill,OEBPS/ch46.xhtml,,,,
africa_recipes_scrape_single_table.csv,,43,HARISSA GRILLED CHICKEN,MAKES 6 TO 8 SERVINGS,12,CHICKEN,1 tbsp (8 g) paprika,,,,,,,"To make the sauce, combine the bell peppers, garlic, tomatoes, smoked paprika, jalapeños, habanero, oil, cumin, coriander and crushed red pepper flakes in a food processor. Process until the mixture is uniform. Transfer the sauce to jars and store in the fridge for up to 2 weeks. To make the chicken, preheat the grill to 400°F (204°C). In a small bowl, combine the garlic powder, paprika, cumin, cinnamon, salt and black pepper. Place the drumsticks and spice mixture in a large resealable bag. Shake the bag, ensuring that each piece of chicken is coated with the spices. Place the drumsticks directly on the grill and flip them every 5 to 7 minutes. Once the drumsticks start to brown, move them to the side of the grill, away from the direct heat. When the internal temperature of the drumsticks reaches 190°F (88°C), baste the chicken with the harissa sauce and cook for 2 to 5 minutes. Remove the drumsticks from the grill and let them rest for 5 minutes before serving.",,,grill,OEBPS/ch46.xhtml,,,,
africa_recipes_scrape_single_table.csv,,43,HARISSA GRILLED CHICKEN,MAKES 6 TO 8 SERVINGS,13,CHICKEN,½ tbsp (4 g) ground cumin,,,,,,,"To make the sauce, combine the bell peppers, garlic, tomatoes, smoked paprika, jalapeños, habanero, oil, cumin, coriander and crushed red pepper flakes in a food processor. Process until the mixture is uniform. Transfer the sauce to jars and store in the fridge for up to 2 weeks. To make the chicken, preheat the grill to 400°F (204°C). In a small bowl, combine the garlic powder, paprika, cumin, cinnamon, salt and black pepper. Place the drumsticks and spice mixture in a large resealable bag. Shake the bag, ensuring that each piece of chicken is coated with the spices. Place the drumsticks directly on the grill and flip them every 5 to 7 minutes. Once the drumsticks start to brown, move them to the side of the grill, away from the direct heat. When the internal temperature of the drumsticks reaches 190°F (88°C), baste the chicken with the harissa sauce and cook for 2 to 5 minutes. Remove the drumsticks from the grill and let them rest for 5 minutes before serving.",,,grill,OEBPS/ch46.xhtml,,,,
africa_recipes_scrape_single_table.csv,,43,HARISSA GRILLED CHICKEN,MAKES 6 TO 8 SERVINGS,14,CHICKEN,1 tsp ground cinnamon,,,,,,,"To make the sauce, combine the bell peppers, garlic, tomatoes, smoked paprika, jalapeños, habanero, oil, cumin, coriander and crushed red pepper flakes in a food processor. Process until the mixture is uniform. Transfer the sauce to jars and store in the fridge for up to 2 weeks. To make the chicken, preheat the grill to 400°F (204°C). In a small bowl, combine the garlic powder, paprika, cumin, cinnamon, salt and black pepper. Place the drumsticks and spice mixture in a large resealable bag. Shake the bag, ensuring that each piece of chicken is coated with the spices. Place the drumsticks directly on the grill and flip them every 5 to 7 minutes. Once the drumsticks start to brown, move them to the side of the grill, away from the direct heat. When the internal temperature of the drumsticks reaches 190°F (88°C), baste the chicken with the harissa sauce and cook for 2 to 5 minutes. Remove the drumsticks from the grill and let them rest for 5 minutes before serving.",,,grill,OEBPS/ch46.xhtml,,,,
africa_recipes_scrape_single_table.csv,,43,HARISSA GRILLED CHICKEN,MAKES 6 TO 8 SERVINGS,15,CHICKEN,1½ tsp (8 g) salt,,,,,,,"To make the sauce, combine the bell peppers, garlic, tomatoes, smoked paprika, jalapeños, habanero, oil, cumin, coriander and crushed red pepper flakes in a food processor. Process until the mixture is uniform. Transfer the sauce to jars and store in the fridge for up to 2 weeks. To make the chicken, preheat the grill to 400°F (204°C). In a small bowl, combine the garlic powder, paprika, cumin, cinnamon, salt and black pepper. Place the drumsticks and spice mixture in a large resealable bag. Shake the bag, ensuring that each piece of chicken is coated with the spices. Place the drumsticks directly on the grill and flip them every 5 to 7 minutes. Once the drumsticks start to brown, move them to the side of the grill, away from the direct heat. When the internal temperature of the drumsticks reaches 190°F (88°C), baste the chicken with the harissa sauce and cook for 2 to 5 minutes. Remove the drumsticks from the grill and let them rest for 5 minutes before serving.",,,grill,OEBPS/ch46.xhtml,,,,
africa_recipes_scrape_single_table.csv,,43,HARISSA GRILLED CHICKEN,MAKES 6 TO 8 SERVINGS,16,CHICKEN,1 tsp black pepper,,,,,,,"To make the sauce, combine the bell peppers, garlic, tomatoes, smoked paprika, jalapeños, habanero, oil, cumin, coriander and crushed red pepper flakes in a food processor. Process until the mixture is uniform. Transfer the sauce to jars and store in the fridge for up to 2 weeks. To make the chicken, preheat the grill to 400°F (204°C). In a small bowl, combine the garlic powder, paprika, cumin, cinnamon, salt and black pepper. Place the drumsticks and spice mixture in a large resealable bag. Shake the bag, ensuring that each piece of chicken is coated with the spices. Place the drumsticks directly on the grill and flip them every 5 to 7 minutes. Once the drumsticks start to brown, move them to the side of the grill, away from the direct heat. When the internal temperature of the drumsticks reaches 190°F (88°C), baste the chicken with the harissa sauce and cook for 2 to 5 minutes. Remove the drumsticks from the grill and let them rest for 5 minutes before serving.",,,grill,OEBPS/ch46.xhtml,,,,
africa_recipes_scrape_single_table.csv,,43,HARISSA GRILLED CHICKEN,MAKES 6 TO 8 SERVINGS,17,CHICKEN,5 lb (2.3 kg) chicken drumsticks,,,,,,,"To make the sauce, combine the bell peppers, garlic, tomatoes, smoked paprika, jalapeños, habanero, oil, cumin, coriander and crushed red pepper flakes in a food processor. Process until the mixture is uniform. Transfer the sauce to jars and store in the fridge for up to 2 weeks. To make the chicken, preheat the grill to 400°F (204°C). In a small bowl, combine the garlic powder, paprika, cumin, cinnamon, salt and black pepper. Place the drumsticks and spice mixture in a large resealable bag. Shake the bag, ensuring that each piece of chicken is coated with the spices. Place the drumsticks directly on the grill and flip them every 5 to 7 minutes. Once the drumsticks start to brown, move them to the side of the grill, away from the direct heat. When the internal temperature of the drumsticks reaches 190°F (88°C), baste the chicken with the harissa sauce and cook for 2 to 5 minutes. Remove the drumsticks from the grill and let them rest for 5 minutes before serving.",,,grill,OEBPS/ch46.xhtml,,,,
africa_recipes_scrape_single_table.csv,,43,HARISSA GRILLED CHICKEN,MAKES 6 TO 8 SERVINGS,18,CHICKEN,10 oz (300 ml) Harissa Sauce,,,,,,,"To make the sauce, combine the bell peppers, garlic, tomatoes, smoked paprika, jalapeños, habanero, oil, cumin, coriander and crushed red pepper flakes in a food processor. Process until the mixture is uniform. Transfer the sauce to jars and store in the fridge for up to 2 weeks. To make the chicken, preheat the grill to 400°F (204°C). In a small bowl, combine the garlic powder, paprika, cumin, cinnamon, salt and black pepper. Place the drumsticks and spice mixture in a large resealable bag. Shake the bag, ensuring that each piece of chicken is coated with the spices. Place the drumsticks directly on the grill and flip them every 5 to 7 minutes. Once the drumsticks start to brown, move them to the side of the grill, away from the direct heat. When the internal temperature of the drumsticks reaches 190°F (88°C), baste the chicken with the harissa sauce and cook for 2 to 5 minutes. Remove the drumsticks from the grill and let them rest for 5 minutes before serving.",,,grill,OEBPS/ch46.xhtml,,,,
africa_recipes_scrape_single_table.csv,,44,SHAKSHUKA,MAKES 4 TO 6 SERVINGS,1,,3 tbsp (45 ml) extra-virgin olive oil,,,,,,,"Heat the oil in a large cast-iron skillet over high heat. Add the onion, bell pepper and habanero to the skillet and sauté for 10 minutes. Stir constantly to avoid burning the onion and bell pepper. Add the garlic, smoked paprika and cumin and cook for 30 seconds, stirring constantly. Add the tomatoes with their juices, breaking them into smaller pieces with a wooden spoon. Reduce the heat to medium-low and simmer for 10 minutes. Season with the salt and black pepper and stir in half of the cilantro and 1½ tablespoons (5 g) of the parsley. Using a wooden spoon, make a well near the edge of the skillet and break an egg directly into it. Using the spoon, cover the whites with a little sauce to hold them in place. Repeat this process with the remaining eggs. Season the eggs with some salt, cover the skillet, reduce the heat to low and cook for 8 minutes. The egg whites should be set but the yolks still runny. Sprinkle the remaining half of the cilantro and the remaining 1½ tablespoons (5 g) of parsley over the top. Serve with bread.",,,sauté; simmer; stir,OEBPS/ch47.xhtml,,,,
africa_recipes_scrape_single_table.csv,,44,SHAKSHUKA,MAKES 4 TO 6 SERVINGS,2,,"1 medium onion, thinly sliced",,,,,,,"Heat the oil in a large cast-iron skillet over high heat. Add the onion, bell pepper and habanero to the skillet and sauté for 10 minutes. Stir constantly to avoid burning the onion and bell pepper. Add the garlic, smoked paprika and cumin and cook for 30 seconds, stirring constantly. Add the tomatoes with their juices, breaking them into smaller pieces with a wooden spoon. Reduce the heat to medium-low and simmer for 10 minutes. Season with the salt and black pepper and stir in half of the cilantro and 1½ tablespoons (5 g) of the parsley. Using a wooden spoon, make a well near the edge of the skillet and break an egg directly into it. Using the spoon, cover the whites with a little sauce to hold them in place. Repeat this process with the remaining eggs. Season the eggs with some salt, cover the skillet, reduce the heat to low and cook for 8 minutes. The egg whites should be set but the yolks still runny. Sprinkle the remaining half of the cilantro and the remaining 1½ tablespoons (5 g) of parsley over the top. Serve with bread.",,,sauté; simmer; stir,OEBPS/ch47.xhtml,,,,
africa_recipes_scrape_single_table.csv,,44,SHAKSHUKA,MAKES 4 TO 6 SERVINGS,3,,"1 large red bell pepper, thinly sliced",,,,,,,"Heat the oil in a large cast-iron skillet over high heat. Add the onion, bell pepper and habanero to the skillet and sauté for 10 minutes. Stir constantly to avoid burning the onion and bell pepper. Add the garlic, smoked paprika and cumin and cook for 30 seconds, stirring constantly. Add the tomatoes with their juices, breaking them into smaller pieces with a wooden spoon. Reduce the heat to medium-low and simmer for 10 minutes. Season with the salt and black pepper and stir in half of the cilantro and 1½ tablespoons (5 g) of the parsley. Using a wooden spoon, make a well near the edge of the skillet and break an egg directly into it. Using the spoon, cover the whites with a little sauce to hold them in place. Repeat this process with the remaining eggs. Season the eggs with some salt, cover the skillet, reduce the heat to low and cook for 8 minutes. The egg whites should be set but the yolks still runny. Sprinkle the remaining half of the cilantro and the remaining 1½ tablespoons (5 g) of parsley over the top. Serve with bread.",,,sauté; simmer; stir,OEBPS/ch47.xhtml,,,,
africa_recipes_scrape_single_table.csv,,44,SHAKSHUKA,MAKES 4 TO 6 SERVINGS,4,,"1 small habanero chile, thinly sliced",,,,,,,"Heat the oil in a large cast-iron skillet over high heat. Add the onion, bell pepper and habanero to the skillet and sauté for 10 minutes. Stir constantly to avoid burning the onion and bell pepper. Add the garlic, smoked paprika and cumin and cook for 30 seconds, stirring constantly. Add the tomatoes with their juices, breaking them into smaller pieces with a wooden spoon. Reduce the heat to medium-low and simmer for 10 minutes. Season with the salt and black pepper and stir in half of the cilantro and 1½ tablespoons (5 g) of the parsley. Using a wooden spoon, make a well near the edge of the skillet and break an egg directly into it. Using the spoon, cover the whites with a little sauce to hold them in place. Repeat this process with the remaining eggs. Season the eggs with some salt, cover the skillet, reduce the heat to low and cook for 8 minutes. The egg whites should be set but the yolks still runny. Sprinkle the remaining half of the cilantro and the remaining 1½ tablespoons (5 g) of parsley over the top. Serve with bread.",,,sauté; simmer; stir,OEBPS/ch47.xhtml,,,,
africa_recipes_scrape_single_table.csv,,44,SHAKSHUKA,MAKES 4 TO 6 SERVINGS,5,,"3 cloves garlic, minced",,,,,,,"Heat the oil in a large cast-iron skillet over high heat. Add the onion, bell pepper and habanero to the skillet and sauté for 10 minutes. Stir constantly to avoid burning the onion and bell pepper. Add the garlic, smoked paprika and cumin and cook for 30 seconds, stirring constantly. Add the tomatoes with their juices, breaking them into smaller pieces with a wooden spoon. Reduce the heat to medium-low and simmer for 10 minutes. Season with the salt and black pepper and stir in half of the cilantro and 1½ tablespoons (5 g) of the parsley. Using a wooden spoon, make a well near the edge of the skillet and break an egg directly into it. Using the spoon, cover the whites with a little sauce to hold them in place. Repeat this process with the remaining eggs. Season the eggs with some salt, cover the skillet, reduce the heat to low and cook for 8 minutes. The egg whites should be set but the yolks still runny. Sprinkle the remaining half of the cilantro and the remaining 1½ tablespoons (5 g) of parsley over the top. Serve with bread.",,,sauté; simmer; stir,OEBPS/ch47.xhtml,,,,
africa_recipes_scrape_single_table.csv,,44,SHAKSHUKA,MAKES 4 TO 6 SERVINGS,6,,1½ tbsp (12 g) smoked paprika,,,,,,,"Heat the oil in a large cast-iron skillet over high heat. Add the onion, bell pepper and habanero to the skillet and sauté for 10 minutes. Stir constantly to avoid burning the onion and bell pepper. Add the garlic, smoked paprika and cumin and cook for 30 seconds, stirring constantly. Add the tomatoes with their juices, breaking them into smaller pieces with a wooden spoon. Reduce the heat to medium-low and simmer for 10 minutes. Season with the salt and black pepper and stir in half of the cilantro and 1½ tablespoons (5 g) of the parsley. Using a wooden spoon, make a well near the edge of the skillet and break an egg directly into it. Using the spoon, cover the whites with a little sauce to hold them in place. Repeat this process with the remaining eggs. Season the eggs with some salt, cover the skillet, reduce the heat to low and cook for 8 minutes. The egg whites should be set but the yolks still runny. Sprinkle the remaining half of the cilantro and the remaining 1½ tablespoons (5 g) of parsley over the top. Serve with bread.",,,sauté; simmer; stir,OEBPS/ch47.xhtml,,,,
africa_recipes_scrape_single_table.csv,,44,SHAKSHUKA,MAKES 4 TO 6 SERVINGS,7,,1 tbsp (8 g) ground cumin,,,,,,,"Heat the oil in a large cast-iron skillet over high heat. Add the onion, bell pepper and habanero to the skillet and sauté for 10 minutes. Stir constantly to avoid burning the onion and bell pepper. Add the garlic, smoked paprika and cumin and cook for 30 seconds, stirring constantly. Add the tomatoes with their juices, breaking them into smaller pieces with a wooden spoon. Reduce the heat to medium-low and simmer for 10 minutes. Season with the salt and black pepper and stir in half of the cilantro and 1½ tablespoons (5 g) of the parsley. Using a wooden spoon, make a well near the edge of the skillet and break an egg directly into it. Using the spoon, cover the whites with a little sauce to hold them in place. Repeat this process with the remaining eggs. Season the eggs with some salt, cover the skillet, reduce the heat to low and cook for 8 minutes. The egg whites should be set but the yolks still runny. Sprinkle the remaining half of the cilantro and the remaining 1½ tablespoons (5 g) of parsley over the top. Serve with bread.",,,sauté; simmer; stir,OEBPS/ch47.xhtml,,,,
africa_recipes_scrape_single_table.csv,,44,SHAKSHUKA,MAKES 4 TO 6 SERVINGS,8,,1 (28-oz [784-g]) can whole peeled tomatoes,,,,,,,"Heat the oil in a large cast-iron skillet over high heat. Add the onion, bell pepper and habanero to the skillet and sauté for 10 minutes. Stir constantly to avoid burning the onion and bell pepper. Add the garlic, smoked paprika and cumin and cook for 30 seconds, stirring constantly. Add the tomatoes with their juices, breaking them into smaller pieces with a wooden spoon. Reduce the heat to medium-low and simmer for 10 minutes. Season with the salt and black pepper and stir in half of the cilantro and 1½ tablespoons (5 g) of the parsley. Using a wooden spoon, make a well near the edge of the skillet and break an egg directly into it. Using the spoon, cover the whites with a little sauce to hold them in place. Repeat this process with the remaining eggs. Season the eggs with some salt, cover the skillet, reduce the heat to low and cook for 8 minutes. The egg whites should be set but the yolks still runny. Sprinkle the remaining half of the cilantro and the remaining 1½ tablespoons (5 g) of parsley over the top. Serve with bread.",,,sauté; simmer; stir,OEBPS/ch47.xhtml,,,,
africa_recipes_scrape_single_table.csv,,44,SHAKSHUKA,MAKES 4 TO 6 SERVINGS,9,,"Salt and black pepper, as needed",,,,,,,"Heat the oil in a large cast-iron skillet over high heat. Add the onion, bell pepper and habanero to the skillet and sauté for 10 minutes. Stir constantly to avoid burning the onion and bell pepper. Add the garlic, smoked paprika and cumin and cook for 30 seconds, stirring constantly. Add the tomatoes with their juices, breaking them into smaller pieces with a wooden spoon. Reduce the heat to medium-low and simmer for 10 minutes. Season with the salt and black pepper and stir in half of the cilantro and 1½ tablespoons (5 g) of the parsley. Using a wooden spoon, make a well near the edge of the skillet and break an egg directly into it. Using the spoon, cover the whites with a little sauce to hold them in place. Repeat this process with the remaining eggs. Season the eggs with some salt, cover the skillet, reduce the heat to low and cook for 8 minutes. The egg whites should be set but the yolks still runny. Sprinkle the remaining half of the cilantro and the remaining 1½ tablespoons (5 g) of parsley over the top. Serve with bread.",,,sauté; simmer; stir,OEBPS/ch47.xhtml,,,,
africa_recipes_scrape_single_table.csv,,44,SHAKSHUKA,MAKES 4 TO 6 SERVINGS,10,,"1 large bunch fresh cilantro, roughly chopped, divided",,,,,,,"Heat the oil in a large cast-iron skillet over high heat. Add the onion, bell pepper and habanero to the skillet and sauté for 10 minutes. Stir constantly to avoid burning the onion and bell pepper. Add the garlic, smoked paprika and cumin and cook for 30 seconds, stirring constantly. Add the tomatoes with their juices, breaking them into smaller pieces with a wooden spoon. Reduce the heat to medium-low and simmer for 10 minutes. Season with the salt and black pepper and stir in half of the cilantro and 1½ tablespoons (5 g) of the parsley. Using a wooden spoon, make a well near the edge of the skillet and break an egg directly into it. Using the spoon, cover the whites with a little sauce to hold them in place. Repeat this process with the remaining eggs. Season the eggs with some salt, cover the skillet, reduce the heat to low and cook for 8 minutes. The egg whites should be set but the yolks still runny. Sprinkle the remaining half of the cilantro and the remaining 1½ tablespoons (5 g) of parsley over the top. Serve with bread.",,,sauté; simmer; stir,OEBPS/ch47.xhtml,,,,
africa_recipes_scrape_single_table.csv,,44,SHAKSHUKA,MAKES 4 TO 6 SERVINGS,11,,"3 tbsp (10 g) fresh parsley, roughly chopped, divided",,,,,,,"Heat the oil in a large cast-iron skillet over high heat. Add the onion, bell pepper and habanero to the skillet and sauté for 10 minutes. Stir constantly to avoid burning the onion and bell pepper. Add the garlic, smoked paprika and cumin and cook for 30 seconds, stirring constantly. Add the tomatoes with their juices, breaking them into smaller pieces with a wooden spoon. Reduce the heat to medium-low and simmer for 10 minutes. Season with the salt and black pepper and stir in half of the cilantro and 1½ tablespoons (5 g) of the parsley. Using a wooden spoon, make a well near the edge of the skillet and break an egg directly into it. Using the spoon, cover the whites with a little sauce to hold them in place. Repeat this process with the remaining eggs. Season the eggs with some salt, cover the skillet, reduce the heat to low and cook for 8 minutes. The egg whites should be set but the yolks still runny. Sprinkle the remaining half of the cilantro and the remaining 1½ tablespoons (5 g) of parsley over the top. Serve with bread.",,,sauté; simmer; stir,OEBPS/ch47.xhtml,,,,
africa_recipes_scrape_single_table.csv,,44,SHAKSHUKA,MAKES 4 TO 6 SERVINGS,12,,6 large eggs,,,,,,,"Heat the oil in a large cast-iron skillet over high heat. Add the onion, bell pepper and habanero to the skillet and sauté for 10 minutes. Stir constantly to avoid burning the onion and bell pepper. Add the garlic, smoked paprika and cumin and cook for 30 seconds, stirring constantly. Add the tomatoes with their juices, breaking them into smaller pieces with a wooden spoon. Reduce the heat to medium-low and simmer for 10 minutes. Season with the salt and black pepper and stir in half of the cilantro and 1½ tablespoons (5 g) of the parsley. Using a wooden spoon, make a well near the edge of the skillet and break an egg directly into it. Using the spoon, cover the whites with a little sauce to hold them in place. Repeat this process with the remaining eggs. Season the eggs with some salt, cover the skillet, reduce the heat to low and cook for 8 minutes. The egg whites should be set but the yolks still runny. Sprinkle the remaining half of the cilantro and the remaining 1½ tablespoons (5 g) of parsley over the top. Serve with bread.",,,sauté; simmer; stir,OEBPS/ch47.xhtml,,,,
africa_recipes_scrape_single_table.csv,,44,SHAKSHUKA,MAKES 4 TO 6 SERVINGS,13,,"Bread, for serving",,,,,,,"Heat the oil in a large cast-iron skillet over high heat. Add the onion, bell pepper and habanero to the skillet and sauté for 10 minutes. Stir constantly to avoid burning the onion and bell pepper. Add the garlic, smoked paprika and cumin and cook for 30 seconds, stirring constantly. Add the tomatoes with their juices, breaking them into smaller pieces with a wooden spoon. Reduce the heat to medium-low and simmer for 10 minutes. Season with the salt and black pepper and stir in half of the cilantro and 1½ tablespoons (5 g) of the parsley. Using a wooden spoon, make a well near the edge of the skillet and break an egg directly into it. Using the spoon, cover the whites with a little sauce to hold them in place. Repeat this process with the remaining eggs. Season the eggs with some salt, cover the skillet, reduce the heat to low and cook for 8 minutes. The egg whites should be set but the yolks still runny. Sprinkle the remaining half of the cilantro and the remaining 1½ tablespoons (5 g) of parsley over the top. Serve with bread.",,,sauté; simmer; stir,OEBPS/ch47.xhtml,,,,
africa_recipes_scrape_single_table.csv,,45,NORTH AFRICAN MEATBALLS,MAKES 4 TO 6 SERVINGS,1,MEATBALLS,1 lb (450 g) ground beef,,,,,,,"To make the meatballs, combine the ground beef, bread, egg, cumin, paprika, cinnamon, cardamom, coriander, salt and black pepper in a large bowl. Make sure the mixture is well combined, then roll the meat into golf ball–size balls. Heat the oil in a large skillet over medium-high heat. Brown the meatballs just until they have formed a dark crust on the bottom, about 6 minutes. Continue to brown the meatballs for 5 minutes, turning occasionally to brown all sides. Transfer the meatballs to a plate and set it aside. To make the sauce, heat the oil in the skillet. Add the garlic and sauté for 1 minute. Add the onion and sauté for 5 minutes. Add the ginger, cumin, paprika, cinnamon sticks and brown sugar. Transfer the meatballs (along with any juices) back to the skillet. Toss the meatballs so that they are coated in the spices. Add the tomatoes with their juices, currants and chicken stock. Season with salt and black pepper and stir to combine. Reduce the heat to medium, cover the skillet and simmer for 20 minutes. Serve with basmati rice or couscous. These can also be eaten on their own.",,,sauté; simmer; stir,OEBPS/ch48.xhtml,,,,
